hex_id,n_tiles,mean_err,std_err,hex_area_m2,N_total_tiles,se_mean,ci_lo_mean,ci_hi_mean,total_err_est,se_total_est,ci_lo_total,ci_hi_total
369,5,1.8,2.387,649519.053,65,1.068,-0.293,3.893,117.0,69.401,-19.026,253.026
370,3,0.667,1.155,649519.053,65,0.667,-0.64,1.973,43.333,43.333,-41.6,128.267
371,0,,,649519.053,65,,,,,,,
372,0,,,649519.053,65,,,,,,,
373,1,0.0,,649519.053,65,,,,0.0,,,
374,1,1.0,,649519.053,65,,,,65.0,,,
375,6,-1.5,5.857,649519.053,65,2.391,-6.186,3.186,-97.5,155.412,-402.108,207.108
376,4,-5.25,9.845,649519.053,65,4.922,-14.898,4.398,-341.25,319.95,-968.353,285.853
377,4,2.0,2.16,649519.053,65,1.08,-0.117,4.117,130.0,70.208,-7.608,267.608
378,3,-0.333,0.577,649519.053,65,0.333,-0.987,0.32,-21.667,21.667,-64.133,20.8
379,3,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,1,0.0,,649519.053,65,,,,0.0,,,
381,1,1.0,,649519.053,65,,,,65.0,,,
382,0,,,649519.053,65,,,,,,,
383,0,,,649519.053,65,,,,,,,
384,0,,,649519.053,65,,,,,,,
385,1,0.0,,649519.053,65,,,,0.0,,,
386,4,0.25,0.5,649519.053,65,0.25,-0.24,0.74,16.25,16.25,-15.6,48.1
387,4,0.25,0.5,649519.053,65,0.25,-0.24,0.74,16.25,16.25,-15.6,48.1
388,4,-3.0,6.683,649519.053,65,3.342,-9.55,3.55,-195.0,217.208,-620.727,230.727
389,5,1.2,1.789,649519.053,65,0.8,-0.368,2.768,78.0,52.0,-23.92,179.92
390,2,1.0,0.0,649519.053,65,0.0,1.0,1.0,65.0,0.0,65.0,65.0
391,0,,,649519.053,65,,,,,,,
392,3,-4.0,6.928,649519.053,65,4.0,-11.84,3.84,-260.0,260.0,-769.6,249.6
393,3,1.333,1.155,649519.053,65,0.667,0.027,2.64,86.667,43.333,1.733,171.6
394,0,,,649519.053,65,,,,,,,
395,0,,,649519.053,65,,,,,,,
396,0,,,649519.053,65,,,,,,,
397,6,0.167,0.408,649519.053,65,0.167,-0.16,0.493,10.833,10.833,-10.4,32.067
398,3,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,2,2.0,1.414,649519.053,65,1.0,0.04,3.96,130.0,65.0,2.6,257.4
400,3,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,4,1.5,1.291,649519.053,65,0.645,0.235,2.765,97.5,41.957,15.264,179.736
402,2,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,3,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,3,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,3,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,2,1.0,1.414,649519.053,65,1.0,-0.96,2.96,65.0,65.0,-62.4,192.4
407,0,,,649519.053,65,,,,,,,
408,3,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,9,0.333,0.5,649519.053,65,0.167,0.007,0.66,21.667,10.833,0.433,42.9
410,7,0.429,0.535,649519.053,65,0.202,0.033,0.825,27.857,13.132,2.118,53.596
411,4,0.75,0.957,649519.053,65,0.479,-0.188,1.688,48.75,31.116,-12.238,109.738
412,5,0.2,0.447,649519.053,65,0.2,-0.192,0.592,13.0,13.0,-12.48,38.48
413,4,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,6,0.333,0.816,649519.053,65,0.333,-0.32,0.987,21.667,21.667,-20.8,64.133
415,2,0.5,0.707,649519.053,65,0.5,-0.48,1.48,32.5,32.5,-31.2,96.2
416,2,0.5,0.707,649519.053,65,0.5,-0.48,1.48,32.5,32.5,-31.2,96.2
417,4,0.25,0.5,649519.053,65,0.25,-0.24,0.74,16.25,16.25,-15.6,48.1
418,1,1.0,,649519.053,65,,,,65.0,,,
419,4,-7.0,8.206,649519.053,65,4.103,-15.042,1.042,-455.0,266.685,-977.702,67.702
420,0,,,649519.053,65,,,,,,,
421,0,,,649519.053,65,,,,,,,
422,4,0.25,0.5,649519.053,65,0.25,-0.24,0.74,16.25,16.25,-15.6,48.1
423,5,0.0,0.707,649519.053,65,0.316,-0.62,0.62,0.0,20.555,-40.287,40.287
424,7,0.143,0.378,649519.053,65,0.143,-0.137,0.423,9.286,9.286,-8.914,27.486
425,6,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,4,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,1,0.0,,649519.053,65,,,,0.0,,,
428,2,1.0,1.414,649519.053,65,1.0,-0.96,2.96,65.0,65.0,-62.4,192.4
429,1,0.0,,649519.053,65,,,,0.0,,,
430,11,-0.545,1.968,649519.053,65,0.593,-1.708,0.618,-35.455,38.568,-111.048,40.138
431,2,0.5,0.707,649519.053,65,0.5,-0.48,1.48,32.5,32.5,-31.2,96.2
432,2,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,0,,,649519.053,65,,,,,,,
434,0,,,649519.053,65,,,,,,,
435,3,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,4,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,6,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,4,-0.25,0.5,649519.053,65,0.25,-0.74,0.24,-16.25,16.25,-48.1,15.6
439,7,0.143,0.378,649519.053,65,0.143,-0.137,0.423,9.286,9.286,-8.914,27.486
440,3,-0.667,1.155,649519.053,65,0.667,-1.973,0.64,-43.333,43.333,-128.267,41.6
441,5,1.4,1.14,649519.053,65,0.51,0.401,2.399,91.0,33.144,26.038,155.962
442,3,1.0,1.0,649519.053,65,0.577,-0.132,2.132,65.0,37.528,-8.554,138.554
443,2,0.5,0.707,649519.053,65,0.5,-0.48,1.48,32.5,32.5,-31.2,96.2
444,4,1.5,1.732,649519.053,65,0.866,-0.197,3.197,97.5,56.292,-12.832,207.832
445,2,0.5,0.707,649519.053,65,0.5,-0.48,1.48,32.5,32.5,-31.2,96.2
446,0,,,649519.053,65,,,,,,,
447,0,,,649519.053,65,,,,,,,
448,1,0.0,,649519.053,65,,,,0.0,,,
449,2,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,3,1.0,1.0,649519.053,65,0.577,-0.132,2.132,65.0,37.528,-8.554,138.554
451,4,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,3,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,1,0.0,,649519.053,65,,,,0.0,,,
454,3,1.333,2.309,649519.053,65,1.333,-1.28,3.947,86.667,86.667,-83.2,256.533
455,2,1.0,1.414,649519.053,65,1.0,-0.96,2.96,65.0,65.0,-62.4,192.4
456,2,-8.0,14.142,649519.053,65,10.0,-27.6,11.6,-520.0,650.0,-1794.0,754.0
457,3,2.0,3.464,649519.053,65,2.0,-1.92,5.92,130.0,130.0,-124.8,384.8
458,1,1.0,,649519.053,65,,,,65.0,,,
459,4,-3.5,9.849,649519.053,65,4.924,-13.152,6.152,-227.5,320.088,-854.872,399.872
460,0,,,649519.053,65,,,,,,,
461,0,,,649519.053,65,,,,,,,
462,2,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,1,0.0,,649519.053,65,,,,0.0,,,
464,3,0.667,1.155,649519.053,65,0.667,-0.64,1.973,43.333,43.333,-41.6,128.267
465,3,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,3,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,1,1.0,,649519.053,65,,,,65.0,,,
468,4,-1.0,6.164,649519.053,65,3.082,-7.041,5.041,-65.0,200.343,-457.673,327.673
469,3,2.333,3.215,649519.053,65,1.856,-1.304,5.971,151.667,120.635,-84.778,388.111
470,5,3.4,4.219,649519.053,65,1.887,-0.298,7.098,221.0,122.642,-19.378,461.378
471,2,-38.5,54.447,649519.053,65,38.5,-113.96,36.96,-2502.5,2502.5,-7407.4,2402.4
472,3,-2.667,10.263,649519.053,65,5.925,-14.281,8.947,-173.333,385.155,-928.237,581.571
473,2,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,1,9.0,,649519.053,65,,,,585.0,,,
475,1,0.0,,649519.053,65,,,,0.0,,,
476,1,0.0,,649519.053,65,,,,0.0,,,
477,6,0.333,0.516,649519.053,65,0.211,-0.08,0.747,21.667,13.703,-5.192,48.525
478,3,0.333,0.577,649519.053,65,0.333,-0.32,0.987,21.667,21.667,-20.8,64.133
479,6,2.0,2.449,649519.053,65,1.0,0.04,3.96,130.0,65.0,2.6,257.4
480,2,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,2,0.5,0.707,649519.053,65,0.5,-0.48,1.48,32.5,32.5,-31.2,96.2
482,1,0.0,,649519.053,65,,,,0.0,,,
483,3,-4.0,13.229,649519.053,65,7.638,-18.97,10.97,-260.0,496.446,-1233.034,713.034
484,2,0.5,0.707,649519.053,65,0.5,-0.48,1.48,32.5,32.5,-31.2,96.2
485,0,,,649519.053,65,,,,,,,
486,0,,,649519.053,65,,,,,,,
487,0,,,649519.053,65,,,,,,,
488,0,,,649519.053,65,,,,,,,
489,0,,,649519.053,65,,,,,,,
490,1,0.0,,649519.053,65,,,,0.0,,,
491,0,,,649519.053,65,,,,,,,
492,1,0.0,,649519.053,65,,,,0.0,,,
493,6,-0.167,0.408,649519.053,65,0.167,-0.493,0.16,-10.833,10.833,-32.067,10.4
494,0,,,649519.053,65,,,,,,,
495,2,2.5,0.707,649519.053,65,0.5,1.52,3.48,162.5,32.5,98.8,226.2
496,1,-3.0,,649519.053,65,,,,-195.0,,,
497,1,1.0,,649519.053,65,,,,65.0,,,
498,3,1.667,6.658,649519.053,65,3.844,-5.868,9.201,108.333,249.872,-381.416,598.083
499,3,-4.333,9.292,649519.053,65,5.364,-14.848,6.181,-281.667,348.692,-965.103,401.77
500,3,0.333,0.577,649519.053,65,0.333,-0.32,0.987,21.667,21.667,-20.8,64.133
501,0,,,649519.053,65,,,,,,,
502,0,,,649519.053,65,,,,,,,
503,0,,,649519.053,65,,,,,,,
504,1,0.0,,649519.053,65,,,,0.0,,,
505,2,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,3,0.667,1.155,649519.053,65,0.667,-0.64,1.973,43.333,43.333,-41.6,128.267
507,1,0.0,,649519.053,65,,,,0.0,,,
508,1,0.0,,649519.053,65,,,,0.0,,,
509,6,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,4,-0.5,1.732,649519.053,65,0.866,-2.197,1.197,-32.5,56.292,-142.832,77.832
511,5,2.8,2.28,649519.053,65,1.02,0.801,4.799,182.0,66.287,52.077,311.923
512,4,0.5,3.317,649519.053,65,1.658,-2.75,3.75,32.5,107.79,-178.769,243.769
513,2,1.0,2.828,649519.053,65,2.0,-2.92,4.92,65.0,130.0,-189.8,319.8
514,0,,,649519.053,65,,,,,,,
515,1,0.0,,649519.053,65,,,,0.0,,,
516,0,,,649519.053,65,,,,,,,
517,0,,,649519.053,65,,,,,,,
518,1,0.0,,649519.053,65,,,,0.0,,,
519,2,1.5,2.121,649519.053,65,1.5,-1.44,4.44,97.5,97.5,-93.6,288.6
520,3,0.333,0.577,649519.053,65,0.333,-0.32,0.987,21.667,21.667,-20.8,64.133
521,3,0.667,1.155,649519.053,65,0.667,-0.64,1.973,43.333,43.333,-41.6,128.267
522,3,-0.333,0.577,649519.053,65,0.333,-0.987,0.32,-21.667,21.667,-64.133,20.8
523,3,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,1,0.0,,649519.053,65,,,,0.0,,,
525,1,0.0,,649519.053,65,,,,0.0,,,
526,2,0.5,0.707,649519.053,65,0.5,-0.48,1.48,32.5,32.5,-31.2,96.2
527,3,-1.667,3.786,649519.053,65,2.186,-5.951,2.618,-108.333,142.078,-386.806,170.139
528,2,4.5,4.95,649519.053,65,3.5,-2.36,11.36,292.5,227.5,-153.4,738.4
529,2,1.5,2.121,649519.053,65,1.5,-1.44,4.44,97.5,97.5,-93.6,288.6
530,0,,,649519.053,65,,,,,,,
531,0,,,649519.053,65,,,,,,,
532,0,,,649519.053,65,,,,,,,
533,0,,,649519.053,65,,,,,,,
534,1,0.0,,649519.053,65,,,,0.0,,,
535,5,0.2,0.447,649519.053,65,0.2,-0.192,0.592,13.0,13.0,-12.48,38.48
536,5,0.2,0.447,649519.053,65,0.2,-0.192,0.592,13.0,13.0,-12.48,38.48
537,2,-0.5,0.707,649519.053,65,0.5,-1.48,0.48,-32.5,32.5,-96.2,31.2
538,4,1.75,1.708,649519.053,65,0.854,0.076,3.424,113.75,55.504,4.962,222.538
539,4,0.5,0.577,649519.053,65,0.289,-0.066,1.066,32.5,18.764,-4.277,69.277
540,2,0.5,0.707,649519.053,65,0.5,-0.48,1.48,32.5,32.5,-31.2,96.2
541,0,,,649519.053,65,,,,,,,
542,0,,,649519.053,65,,,,,,,
543,2,-3.0,7.071,649519.053,65,5.0,-12.8,6.8,-195.0,325.0,-832.0,442.0
544,2,-1.5,2.121,649519.053,65,1.5,-4.44,1.44,-97.5,97.5,-288.6,93.6
545,0,,,649519.053,65,,,,,,,
546,0,,,649519.053,65,,,,,,,
547,0,,,649519.053,65,,,,,,,
548,0,,,649519.053,65,,,,,,,
549,0,,,649519.053,65,,,,,,,
550,2,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,1,0.0,,649519.053,65,,,,0.0,,,
552,1,0.0,,649519.053,65,,,,0.0,,,
553,3,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,4,0.25,0.5,649519.053,65,0.25,-0.24,0.74,16.25,16.25,-15.6,48.1
555,2,7.5,7.778,649519.053,65,5.5,-3.28,18.28,487.5,357.5,-213.2,1188.2
556,2,-4.5,3.536,649519.053,65,2.5,-9.4,0.4,-292.5,162.5,-611.0,26.0
557,3,1.667,2.082,649519.053,65,1.202,-0.689,4.022,108.333,78.12,-44.782,261.449
558,1,0.0,,649519.053,65,,,,0.0,,,
559,0,,,649519.053,65,,,,,,,
560,0,,,649519.053,65,,,,,,,
561,1,0.0,,649519.053,65,,,,0.0,,,
562,0,,,649519.053,65,,,,,,,
563,0,,,649519.053,65,,,,,,,
564,0,,,649519.053,65,,,,,,,
565,1,0.0,,649519.053,65,,,,0.0,,,
566,2,1.0,0.0,649519.053,65,0.0,1.0,1.0,65.0,0.0,65.0,65.0
567,1,0.0,,649519.053,65,,,,0.0,,,
568,1,0.0,,649519.053,65,,,,0.0,,,
569,0,,,649519.053,65,,,,,,,
570,1,2.0,,649519.053,65,,,,130.0,,,
571,1,2.0,,649519.053,65,,,,130.0,,,
572,0,,,649519.053,65,,,,,,,
573,4,0.0,1.633,649519.053,65,0.816,-1.6,1.6,0.0,53.072,-104.022,104.022
574,2,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,3,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,0,,,649519.053,65,,,,,,,
577,0,,,649519.053,65,,,,,,,
578,0,,,649519.053,65,,,,,,,
579,1,0.0,,649519.053,65,,,,0.0,,,
580,3,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,1,0.0,,649519.053,65,,,,0.0,,,
582,2,-8.5,13.435,649519.053,65,9.5,-27.12,10.12,-552.5,617.5,-1762.8,657.8
583,2,2.0,1.414,649519.053,65,1.0,0.04,3.96,130.0,65.0,2.6,257.4
584,0,,,649519.053,65,,,,,,,
585,1,0.0,,649519.053,65,,,,0.0,,,
586,1,0.0,,649519.053,65,,,,0.0,,,
587,1,0.0,,649519.053,65,,,,0.0,,,
588,1,0.0,,649519.053,65,,,,0.0,,,
589,0,,,649519.053,65,,,,,,,
590,0,,,649519.053,65,,,,,,,
591,0,,,649519.053,65,,,,,,,
592,2,0.5,0.707,649519.053,65,0.5,-0.48,1.48,32.5,32.5,-31.2,96.2
593,1,0.0,,649519.053,65,,,,0.0,,,
594,1,1.0,,649519.053,65,,,,65.0,,,
595,2,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,1,-6.0,,649519.053,65,,,,-390.0,,,
597,4,0.25,0.5,649519.053,65,0.25,-0.24,0.74,16.25,16.25,-15.6,48.1
598,2,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,1,2.0,,649519.053,65,,,,130.0,,,
600,0,,,649519.053,65,,,,,,,
601,0,,,649519.053,65,,,,,,,
602,1,0.0,,649519.053,65,,,,0.0,,,
603,0,,,649519.053,65,,,,,,,
604,1,-25.0,,649519.053,65,,,,-1625.0,,,
605,2,-2.5,9.192,649519.053,65,6.5,-15.24,10.24,-162.5,422.5,-990.6,665.6
606,3,2.0,1.732,649519.053,65,1.0,0.04,3.96,130.0,65.0,2.6,257.4
607,3,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,0,,,649519.053,65,,,,,,,
609,0,,,649519.053,65,,,,,,,
610,0,,,649519.053,65,,,,,,,
611,2,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,3,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,1,0.0,,649519.053,65,,,,0.0,,,
614,2,-5.0,7.071,649519.053,65,5.0,-14.8,4.8,-325.0,325.0,-962.0,312.0
615,1,2.0,,649519.053,65,,,,130.0,,,
616,1,0.0,,649519.053,65,,,,0.0,,,
617,1,0.0,,649519.053,65,,,,0.0,,,
618,0,,,649519.053,65,,,,,,,
619,0,,,649519.053,65,,,,,,,
620,1,0.0,,649519.053,65,,,,0.0,,,
621,1,2.0,,649519.053,65,,,,130.0,,,
622,1,0.0,,649519.053,65,,,,0.0,,,
623,2,0.5,0.707,649519.053,65,0.5,-0.48,1.48,32.5,32.5,-31.2,96.2
624,1,0.0,,649519.053,65,,,,0.0,,,
625,2,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,0,,,649519.053,65,,,,,,,
627,0,,,649519.053,65,,,,,,,
628,0,,,649519.053,65,,,,,,,
629,3,0.333,0.577,649519.053,65,0.333,-0.32,0.987,21.667,21.667,-20.8,64.133
630,3,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,0,,,649519.053,65,,,,,,,
632,0,,,649519.053,65,,,,,,,
633,0,,,649519.053,65,,,,,,,
634,2,0.0,0.0,649519.053,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,0,,,649519.053,65,,,,,,,
636,0,,,649519.053,65,,,,,,,
637,0,,,649519.053,65,,,,,,,
638,0,,,649519.053,65,,,,,,,
639,0,,,649519.053,65,,,,,,,
