year_month,mean_tile_error,ci_lower,ci_upper,num_tiles
2024-10,-2.458745874587459,-3.594263977220295,-1.3232277719546226,303
2025-01,-1.6,-3.3314734077126804,0.13147340771268023,100
2025-03,-1.24,-2.3148451129457053,-0.1651548870542947,150
2025-04,-2.91,-5.1520412845476695,-0.6679587154523312,100
2025-06,-0.65,-2.427777286616094,1.127777286616094,100
2025-07,0.66,0.31656884241525207,1.0034311575847479,50
2025-10,-0.47246376811594204,-1.0223678767076347,0.07744034047575066,345
2025-12,-4.39,-7.167158544667952,-1.6128414553320471,100
